Configuration Report for Ex_OntEthSvc generated on Wed Sep 12 11:10:28 CDT 2018
 REGION , NETWORK , DESCR , TAG-ACTION , BW-PROF , OUT-TAG , IN-TAG , MCAST-PROF , ID , PON-COS , US-CIR-OVERRIDE , US-PIR-OVERRIDE , DS-PIR-OVERRIDE , DS-CIR-OVERRIDE , HOT-SWAP , ONT , IGMP-SNOOP , DHCP-SNOOP , MAC-FORCE-FORW , IP-SRC-VERIFY , MULTICAST-FILTERING ,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1109, , ,GE-1-1, , , , , , ,CXNK0008D7A9,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),418, , ,GE-1-1, , , , , , ,CXNK0008E86E,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),701, , ,GE-1-1, , , , , , ,CXNK0008DCE7,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),146, , ,GE-1-1, , , , , , ,CXNK00079125,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),524, , ,GE-1-1, , , , , , ,CXNK0008E462,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),223, , ,GE-1-1, , , , , , ,CXNK0008E3D3,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),415, , ,GE-1-1, , , , , , ,CXNK00079AD2,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1403, , ,GE-1-1, , , , , , ,445095,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1009, , ,GE-1-1, , , , , , ,CXNK0008DDD4,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1405, , ,GE-2-2, , , , , , ,200455,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),601, , ,GE-1-1, , , , , , ,CXNK000792A8,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1510, , ,GE-1-1, , , , , , ,CXNK000F1B1A,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1521, , ,GE-1-1, , , , , , ,CXNK000F1964,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),126, , ,GE-1-1, , , , , , ,606439,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),733, , ,GE-1-1, , , , , , ,CXNK00079315,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1021, , ,GE-1-1, , , , , , ,CXNK0008DD79,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2218, , ,GE-1-1, , , , , , ,CXNK0008DD5D,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),806, , ,GE-1-1, , , , , , ,CXNK0008E416,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),44(@HSI-B-Pro-AE),302, , ,GE-1-1, , , , , , ,633559,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),613, , ,GE-1-1, , , , , , ,CXNK000793D0,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),319, , ,GE-1-1, , , , , , ,906287,N,Y,N,N,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),111, , ,GE-1-1, , , , , , ,CXNK000792BF,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),44(@HSI-B-Pro-AE),141, , ,GE-2-1, , , , , , ,CXNK0006A5A2,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1124, , ,GE-1-1, , , , , , ,CXNK000F1813,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),524, , ,GE-1-1, , , , , , ,915668,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),114, , ,GE-1-1, , , , , , ,CXNK00079225,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),505, , ,GE-1-1, , , , , , ,CXNK0008DE67,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1423, , ,GE-1-1, , , , , , ,CXNK00079833,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1120, , ,GE-1-1, , , , , , ,815740,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),311, , ,GE-1-1, , , , , , ,CXNK00079458,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2112, , ,GE-1-1, , , , , , ,CXNK000F1F26,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1418, , ,GE-1-1, , , , , , ,726846,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),612, , ,GE-1-1, , , , , , ,CXNK0008E81B,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),53(@HSI-LITE-AE),110, , ,GE-1-1, , , , , , ,612633,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),53(@HSI-LITE-AE),102, , ,GE-1-1, , , , , , ,338816,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),44(@HSI-B-Pro-AE),145, , ,GE-1-1, , , , , , ,CXNK0008DD5C,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),57(@HSI-R-Turbo-AE),318, , ,GE-1-1, , , , , , ,188923,N,Y,Y,Y,Y,
Leamington, , ,3(@AE Data),53(@HSI-LITE-AE),129, , ,GE-1-1, , , , , , ,561051,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),814, , ,GE-1-1, , , , , , ,CXNK0008456A,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),406, , ,GE-1-1, , , , , , ,CXNK0007946F,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),301, , ,GE-1-1, , , , , , ,195189,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2219, , ,GE-1-1, , , , , , ,CXNK0007981C,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),706, , ,GE-1-1, , , , , , ,CXNK0008DE73,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),315, , ,GE-1-1, , , , , , ,436074,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1717, , ,GE-1-1, , , , , , ,CXNK000F1944,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1210, , ,GE-1-1, , , , , , ,CXNK00079875,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),220, , ,GE-1-1, , , , , , ,CXNK00079522,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),306, , ,GE-1-1, , , , , , ,CXNK00078DF8,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),615, , ,GE-1-1, , , , , , ,CXNK000A53B3,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),504, , ,GE-1-1, , , , , , ,248582,N,Y,N,N,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1116, , ,GE-1-1, , , , , , ,CXNK00079941,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),237, , ,GE-1-1, , , , , , ,389726,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),911, , ,GE-1-1, , , , , , ,CXNK000F17EB,N,Y,Y,Y,Y,
Simpson, , ,3(@AE Data),55(@HSI-R-Pro-AE),146, , ,GE-1-1, , , , , , ,200682,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),323, , ,GE-1-1, , , , , , ,CXNK0008EB14,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),412, , ,GE-1-1, , , , , , ,CXNK00079215,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),608, , ,GE-1-1, , , , , , ,CXNK0008DD8D,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1011, , ,GE-1-1, , , , , , ,CXNK0008DD05,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),310, , ,GE-1-1, , , , , , ,CXNK00079348,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),308, , ,GE-1-1, , , , , , ,CXNK000792F3,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),513, , ,GE-1-1, , , , , , ,CXNK000793B1,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),53(@HSI-LITE-AE),212, , ,GE-1-1, , , , , , ,CXNK0007925A,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1105, , ,GE-1-1, , , , , , ,CXNK0007919D,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),303, , ,GE-1-1, , , , , , ,CXNK000791D9,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),606, , ,GE-1-1, , , , , , ,CXNK0008E87B,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),428, , ,GE-1-1, , , , , , ,CXNK0008DDCA,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1315, , ,GE-1-1, , , , , , ,624182,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1008, , ,GE-1-1, , , , , , ,CXNK0008E482,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1914, , ,GE-1-1, , , , , , ,CXNK00079676,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),436, , ,GE-1-1, , , , , , ,CXNK00079176,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),226, , ,GE-1-1, , , , , , ,CXNK00079223,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1314, , ,GE-1-1, , , , , , ,CXNK00079710,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),116, , ,GE-1-1, , , , , , ,CXNK000794D6,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),1107, , ,GE-1-1, , , , , , ,CXNK000794B3,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1615, , ,GE-1-1, , , , , , ,CXNK000F17C7,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1322, , ,GE-1-1, , , , , , ,CXNK000797FE,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),316, , ,GE-1-1, , , , , , ,CXNK0007E20B,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1508, , ,GE-1-1, , , , , , ,CXNK000F1B7A,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1039, , ,GE-1-1, , , , , , ,CXNK00078E6B,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1812, , ,GE-1-1, , , , , , ,CXNK000F03EE,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),55(@HSI-R-Pro-AE),326, , ,GE-1-1, , , , , , ,908840,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2317, , ,GE-1-1, , , , , , ,CXNK000795DC,N,Y,Y,Y,Y,
Renshaw, , ,23(@TLS),36(@AE TLS 100/100),3999, , ,GE-1-1, , , , , , ,123645,N,N,N,N,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),312, , ,GE-1-1, , , , , , ,CXNK00078D2B,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),221, , ,GE-1-1, , , , , , ,CXNK00079262,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1610, , ,GE-1-1, , , , , , ,CXNK0008DE09,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),707, , ,GE-1-1, , , , , , ,CXNK0008EB78,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),321, , ,GE-1-1, , , , , , ,CXNK0007952C,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1719, , ,GE-1-1, , , , , , ,CXNK000F1B1E,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),57(@HSI-R-Turbo-AE),815, , ,GE-1-1, , , , , , ,CXNK0008E45F,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),804, , ,GE-1-1, , , , , , ,CXNK0008E467,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),53(@HSI-LITE-AE),441, , ,GE-1-1, , , , , , ,CXNK0008DE50,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),648, , ,GE-1-1, , , , , , ,CXNK00079065,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),710, , ,GE-1-1, , , , , , ,CXNK0008E44F,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1905, , ,GE-1-1, , , , , , ,765486,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1518, , ,GE-1-1, , , , , , ,CXNK000F1B16,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),121, , ,GE-1-1, , , , , , ,CXNK00078DA4,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),337, , ,GE-1-1, , , , , , ,CXNK0007922A,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),129, , ,GE-1-1, , , , , , ,CXNK00079825,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),620, , ,GE-1-1, , , , , , ,CXNK0008DD93,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),212, , ,GE-1-1, , , , , , ,CXNK000790D4,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),715, , ,GE-1-1, , , , , , ,CXNK000792B6,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1120, , ,GE-1-1, , , , , , ,CXNK000A4E6E,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),53(@HSI-LITE-AE),123, , ,GE-1-1, , , , , , ,CXNK000794A0,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1516, , ,GE-1-1, , , , , , ,429842,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2414, , ,GE-1-1, , , , , , ,CXNK0008DD67,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),1520, , ,GE-2-1, , , , , , ,233514,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),810, , ,GE-1-1, , , , , , ,CXNK0008DDAB,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),137, , ,GE-1-1, , , , , , ,CXNK00079542,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),820, , ,GE-1-1, , , , , , ,CXNK0008E832,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),618, , ,GE-1-1, , , , , , ,CXNK0007984D,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),407, , ,GE-1-1, , , , , , ,526301,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),315, , ,GE-1-1, , , , , , ,979050,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),245, , ,GE-1-1, , , , , , ,402194,N,Y,N,N,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2312, , ,GE-1-1, , , , , , ,CXNK000F1B95,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),108, , ,GE-1-1, , , , , , ,CXNK000792D0,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1703, , ,GE-1-1, , , , , , ,CXNK000F1F0C,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),148, , ,GE-1-1, , , , , , ,CXNK000794D3,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),116, , ,GE-1-1, , , , , , ,CXNK0007925D,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),630, , ,GE-1-1, , , , , , ,348197,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),315, , ,GE-2-1, , , , , , ,CXNK00079453,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),236, , ,GE-1-1, , , , , , ,CXNK00078D8A,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),244, , ,GE-1-1, , , , , , ,CXNK0008DE06,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1715, , ,GE-1-1, , , , , , ,CXNK000798D8,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),819, , ,GE-1-1, , , , , , ,CXNK00079422,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),823, , ,GE-1-1, , , , , , ,CXNK0007925C,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1312, , ,GE-1-1, , , , , , ,806454,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1106, , ,GE-1-1, , , , , , ,CXNK0008DE4B,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1413, , ,GE-1-1, , , , , , ,024106,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),125, , ,GE-1-1, , , , , , ,283470,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),305, , ,GE-1-1, , , , , , ,CXNK0008E6A1,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),109, , ,GE-1-1, , , , , , ,CXNK000794B8,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),816, , ,GE-1-1, , , , , , ,CXNK00079438,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),813, , ,GE-1-1, , , , , , ,CXNK00079299,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1207, , ,GE-1-1, , , , , , ,CXNK00079541,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2111, , ,GE-1-1, , , , , , ,CXNK000F1EFE,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2309, , ,GE-1-1, , , , , , ,CXNK000797AB,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),44(@HSI-B-Pro-AE),1720, , ,GE-1-1, , , , , , ,000010,N,N,Y,N,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),819, , ,GE-1-1, , , , , , ,CXNK0008E855,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),1023, , ,GE-1-1, , , , , , ,CXNK0008DD04,N,Y,Y,Y,Y,
Renshaw, , ,23(@TLS),11(@AE Data 50/50),1209, , ,GE-2-1, , , , , , ,284447,N,N,N,N,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),521, , ,GE-1-1, , , , , , ,CXNK0008E6F6,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),1604, , ,GE-1-1, , , , , , ,597698,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),37(@HSI-R-Extreme-AE),1406, , ,GE-1-1, , , , , , ,091700,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1313, , ,GE-1-1, , , , , , ,605300,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),8(@AE Data 2/20),102, , ,GE-1-1, , , , , , ,CXNK00078D27,N,Y,N,N,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),338, , ,GE-1-1, , , , , , ,CXNK0008DDB7,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1610, , ,GE-1-1, , , , , , ,CXNK000F05C4,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),44(@HSI-B-Pro-AE),149, , ,GE-2-1, , , , , , ,CXNK00079173,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1423, , ,GE-1-1, , , , , , ,716250,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1314, , ,GE-1-1, , , , , , ,315441,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1511, , ,GE-1-1, , , , , , ,342054,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),645, , ,GE-1-1, , , , , , ,CXNK00079257,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2518, , ,GE-1-1, , , , , , ,272851,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2203, , ,GE-1-1, , , , , , ,CXNK000F1B73,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),53(@HSI-LITE-AE),414, , ,GE-1-1, , , , , , ,871761,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),521, , ,GE-1-1, , , , , , ,CXNK0008E690,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2020, , ,GE-1-1, , , , , , ,CXNK000795BA,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),2206, , ,GE-1-1, , , , , , ,CXNK0008DD3E,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),916, , ,GE-1-1, , , , , , ,CXNK0008DD65,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1315, , ,GE-1-1, , , , , , ,007037,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),215, , ,GE-1-1, , , , , , ,CXNK0008DFDB,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),624, , ,GE-1-1, , , , , , ,CXNK0008E414,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),53(@HSI-LITE-AE),320, , ,GE-1-1, , , , , , ,CXNK00079530,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),53(@HSI-LITE-AE),741, , ,GE-1-1, , , , , , ,CXNK0007926D,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),53(@HSI-LITE-AE),1009, , ,GE-1-1, , , , , , ,CXNK0008EB0D,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),801, , ,GE-1-1, , , , , , ,CXNK000794F1,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),924, , ,GE-1-1, , , , , , ,CXNK0008E45A,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1205, , ,GE-1-1, , , , , , ,CXNK000F1B98,N,Y,Y,Y,Y,
Cave In Rock, , ,3(@AE Data),55(@HSI-R-Pro-AE),328, , ,GE-1-1, , , , , , ,CXNK0007915E,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),1824, , ,GE-1-1, , , , , , ,CXNK000F024B,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),405, , ,GE-1-1, , , , , , ,CXNK0008E820,N,Y,Y,Y,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),210, , ,GE-1-1, , , , , , ,CXNK0008EB95,N,Y,Y,Y,Y,
Eddyville, , ,3(@AE Data),55(@HSI-R-Pro-AE),514, , ,GE-1-1, , , , , , ,486372,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),301, , ,GE-1-1, , , , , , ,CXNK0008E815,N,Y,Y,Y,Y,
Hicks, , ,3(@AE Data),55(@HSI-R-Pro-AE),304, , ,GE-1-1, , , , , , ,CXNK0008E473,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1201, , ,GE-1-1, , , , , , ,CXNK000796A4,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),440, , ,GE-1-1, , , , , , ,937104,N,Y,N,N,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1521, , ,GE-1-1, , , , , , ,625799,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2222, , ,GE-1-1, , , , , , ,CXNK00079712,N,Y,Y,Y,Y,
Rosiclare, , ,3(@AE Data),55(@HSI-R-Pro-AE),2307, , ,GE-1-1, , , , , , ,CXNK000F1947,N,Y,Y,Y,Y,
Renshaw, , ,3(@AE Data),53(@HSI-LITE-AE),507, , ,GE-1-1, , , , , , ,519115,N,Y,N,N,Y,
Equality, , ,3(@AE Data),55(@HSI-R-Pro-AE),1207, , ,GE-1-1, , , , , , ,CXNK00079292,N,Y,Y,Y,Y,
Elizabethtown, , ,3(@AE Data),55(@HSI-R-Pro-AE),1617, , ,GE-1-1, , , , , , ,CXNK00079551,N,Y,Y,Y,Y,
Golconda, , ,3(@AE Data),55(@HSI-R-Pro-AE),515, , ,GE-1-1, , , , , , ,CXNK0008E85B,N,Y,Y,Y,Y,
